location,name,online_order,book_table,rate,cost,type,location_id,name_id,cuisines_str
JP Nagar,Hotel Akshaya Restaurant,No,No,3.68,400.0,Dine-out,6.0,4015.0,"Biryani, Kebab"
Kumaraswamy Layout,The Hot Cafe,No,No,3.2,300.0,Dine-out,43.0,5824.0,Fast Food
Kalyan Nagar,Fragrant Kitchen,No,No,3.8,700.0,Cafes,14.0,809.0,"North Indian, Chinese, Cafe, Desserts"
Banaswadi,Momma's Pastries Fine Bakery And Cafe,Yes,No,3.4,500.0,Delivery,19.0,2303.0,"Bakery, Desserts, Fast Food"
Kammanahalli,Based On A True Story- Bistro,Yes,Yes,4.3,800.0,Delivery,22.0,1845.0,"Cafe, Burger, Italian, Desserts"
JP Nagar,Malleseari's Multi Cuisine Restaurant,No,No,3.68,150.0,Dine-out,6.0,7520.0,"North Indian, South Indian"
JP Nagar,The Hunger Room,Yes,No,3.9,400.0, '4 Cheese Pizza',6.0,5826.0,"Continental, Sandwich, Burger, Italian, Salad, Pizza"
Kammanahalli,Sumac Resto Cafe,No,No,3.67,400.0,Cafes,22.0,2583.0,"Cafe, Turkish"
Kammanahalli,Mahadii's,Yes,No,3.9,600.0, 'Meal [Serves 4]',22.0,2255.0,"Andhra, North Indian, Chinese"
Jayanagar,Anand Donne Biriyani,Yes,No,3.7,200.0,Delivery,9.0,1002.0,Biryani
Jayanagar,Cake Chemistry,Yes,No,3.78,500.0,Desserts,9.0,3309.0,"Bakery, Desserts"
JP Nagar,Delhi Ke Bawarchi,No,No,4.0,500.0,Dine-out,6.0,6720.0,"North Indian, Chinese, Fast Food"
Nagawara,Biryani Hub,Yes,No,3.2,600.0,Delivery,44.0,6452.0,"North Indian, South Indian, Biryani"
Nagawara,Dilli Dil Se..,Yes,No,3.8,400.0,Delivery,44.0,6762.0,North Indian
Kalyan Nagar,Sherlock's Pub,Yes,Yes,3.8,477.7119784656797, 'Beef Tenderloni',14.0,49.0,"Continental, North Indian, Chinese, Italian"
North Bangalore,De3 - The Eatery,No,No,3.1,250.0,Delivery,83.0,3583.0,Fast Food
Kammanahalli,Purple Cafe,No,No,3.67,300.0,Desserts,22.0,7912.0,"Bakery, Fast Food, Desserts"
Kalyan Nagar,Mani's Dum Biryani,Yes,No,3.5,750.0,Dine-out,14.0,28.0,"Biryani, Kebab"
Hennur,Hotel Sri Devi (Veg & Non Veg),No,No,3.49,300.0,Dine-out,50.0,7107.0,"Biryani, South Indian"
Kammanahalli,Thalassery Restaurant,Yes,No,4.0,800.0,Dine-out,22.0,52.0,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala"
Kalyan Nagar,Samosa Singh,No,No,3.78,250.0,Delivery,14.0,86.0,"North Indian, Mithai"
Kammanahalli,Twins,No,No,3.8,500.0,Delivery,22.0,2720.0,"North Indian, Chinese, Continental"
Kalyan Nagar,Hongkong Noodles,Yes,No,3.8,750.0,Dine-out,14.0,4000.0,Chinese
Kalyan Nagar,Cake House - Story Cafe,No,No,3.9,650.0,Dine-out,14.0,1113.0,"Bakery, Desserts"
Kalyan Nagar,RICE BAR,Yes,No,3.1,500.0, 'Firangi Chicken Seekh Rice Box',14.0,302.0,"North Indian, Biryani"
Kammanahalli,Asia In A Box,Yes,No,2.9,550.0,Dine-out,22.0,500.0,"Thai, Vietnamese, Indonesian, Asian"
Koramangala 4th Block,Cafe Coffee Day The Lounge,Yes,No,3.6,650.0,Cafes,27.0,538.0,"Cafe, Fast Food"
Domlur,Gurukrupa Paratha House,Yes,No,3.1,500.0,Delivery,30.0,1265.0,"North Indian, Chinese"
HSR,Nutty Affair,Yes,No,3.8,350.0,Delivery,4.0,2372.0,Desserts
Koramangala 5th Block,Lassi Shop,Yes,No,4.0,200.0,Desserts,11.0,25.0,"Beverages, Ice Cream"
Koramangala 5th Block,Bombay Kulfis,Yes,No,3.9,200.0,Desserts,11.0,58.0,Ice Cream
Nagawara,Roll Junction,No,No,3.5,150.0,Delivery,44.0,1546.0,"Fast Food, Rolls"
HBR Layout,Creamyum,No,No,4.0,300.0,Desserts,54.0,3522.0,"Bakery, Desserts"
Kalyan Nagar,Teburu,Yes,No,4.4,800.0,Dine-out,14.0,5746.0,"Asian, Chinese, Japanese, BBQ"
HBR Layout,FireHouse - Bar & Kitchen,Yes,Yes,3.9,377.55102040816325,Dine-out,54.0,2056.0,"Continental, American, Chinese, BBQ, Salad, Italian"
Kammanahalli,Al Ghani Resetaurant,No,No,3.67,400.0,Dine-out,22.0,2906.0,"Mughlai, Biryani"
Kalyan Nagar,Hoppipola,Yes,Yes,4.4,477.7119784656797,Drinks & nightlife,14.0,279.0,"Continental, Fast Food, European"
Banaswadi,Ambur Hot Dum Biriyani,No,No,3.5,372.3892405063291,Dine-out,19.0,226.0,Biryani
HSR,Hotel Dine City,Yes,No,3.4,800.0,Delivery,4.0,2134.0,"North Indian, South Indian, Chinese, Arabian"
Koramangala 5th Block,Sofiya Cakes,No,No,4.01,300.0,Desserts,11.0,681.0,"Bakery, Desserts"
Koramangala 4th Block,The Fixx,No,Yes,4.3,498.15303430079155,Dine-out,27.0,2646.0,"Continental, South Indian, Italian, North Indian, Chinese"
Kalyan Nagar,Cafe Coffee Day,Yes,No,3.6,650.0,Dine-out,14.0,0.0,Cafe
Kammanahalli,Coorg Lunch Home,Yes,No,3.6,300.0,Dine-out,22.0,3506.0,South Indian
Kammanahalli,Davis Bar And Restaurant,No,No,3.0,700.0,Drinks & nightlife,22.0,2013.0,"North Indian, Finger Food, Chinese"
Rammurthy Nagar,Shanti Sweets,Yes,No,3.35,100.0,Delivery,75.0,5351.0,"Mithai, Street Food"
Kalyan Nagar,Sigree Global Grill,No,Yes,4.4,477.7119784656797,Dine-out,14.0,1591.0,"Rajasthani, Gujarati, North Indian"
Kalyan Nagar,The Local,Yes,Yes,4.2,477.7119784656797,Dine-out,14.0,2662.0,"Finger Food, Continental, Italian, Salad"
Hennur,Hotel New Karavali,Yes,No,3.5,550.0,Dine-out,50.0,824.0,"Chinese, Mangalorean, Seafood, North Indian"
Nagawara,Vijayalakshmi Veg,Yes,No,3.9,150.0,Dine-out,44.0,312.0,South Indian
Ejipura,Shahi Darbar,Yes,No,3.2,300.0,Delivery,45.0,2497.0,"Chinese, North Indian"
Koramangala 6th Block,Aubree Le Chocolatier,No,No,3.5,300.0,Desserts,23.0,398.0,Desserts
Banaswadi,Ana's Midnight Cafe,No,No,3.5,500.0,Delivery,19.0,2966.0,"Fast Food, Juices"
Kalyan Nagar,Hotel Dharshan,No,No,3.78,150.0,Dine-out,14.0,4031.0,South Indian
Kalyan Nagar,Wanderers,No,Yes,4.0,477.7119784656797,Drinks & nightlife,14.0,2751.0,"Continental, North Indian, South Indian, Italian"
BTM,Hang10 Resto N Cafe,Yes,No,3.7,700.0,Delivery,1.0,346.0,"Cafe, North Indian, Chinese"
Koramangala 6th Block,Bansuri Sweets,No,No,3.7,250.0,Delivery,23.0,259.0,"Mithai, North Indian, Street Food"
Koramangala 4th Block,Onesta,Yes,Yes,4.4,600.0,Dine-out,27.0,4.0,"Pizza, Cafe, Italian"
Banaswadi,Reddy's Corner Restaurant,No,No,3.5,300.0,Delivery,19.0,5147.0,"North Indian, Chinese"
Kalyan Nagar,Artville Cafe,No,No,3.8,700.0,Dine-out,14.0,1816.0,Cafe
Kalyan Nagar,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.1,900.0,Dine-out,14.0,2032.0,"Cafe, Continental, North Indian"
Kammanahalli,Bhajanka's Restaurant,Yes,No,3.6,700.0,Dine-out,22.0,1857.0,"Street Food, North Indian, Continental, Beverages"
HBR Layout,Malabar Food Court,No,No,3.4,400.0,Dine-out,54.0,2258.0,"Chinese, Kerala, South Indian"
Kalyan Nagar,Bottoms Up Resto Bar,No,No,3.9,477.7119784656797,Dine-out,14.0,3228.0,"Finger Food, Italian, Continental"
Koramangala 6th Block,Bearfoot Cafe,Yes,No,4.2,600.0,Cafes,23.0,3114.0,Cafe
BTM,Kabab Magic,Yes,No,3.8,500.0,Delivery,1.0,59.0,"North Indian, Kebab, Fast Food"
Koramangala 4th Block,Terra Bites,Yes,No,4.1,700.0,Delivery,27.0,695.0,"Cafe, Italian, Continental"
Koramangala 4th Block,RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,No,No,3.7,400.0,Delivery,27.0,5214.0,Desserts
Banaswadi,Chickmate,No,No,3.4,372.3892405063291,Delivery,19.0,3423.0,Fast Food
Kalyan Nagar,The Original Bistro,No,No,4.1,600.0,Dine-out,14.0,5861.0,"Italian, Beverages"
Banaswadi,Urban Bakes & Cafe,No,No,3.7,500.0,Dine-out,19.0,2728.0,"Cafe, Bakery"
Banaswadi,Delish Chinese Fast Food,Yes,No,3.2,300.0,Dine-out,19.0,3606.0,"Chinese, North Indian, Biryani"
Kalyan Nagar,The Pipe Rack,No,No,3.7,700.0,Dine-out,14.0,937.0,Cafe
Koramangala 5th Block,The Shawarma Inc,Yes,No,3.4,200.0,Delivery,11.0,1697.0,"Arabian, Fast Food"
Koramangala 7th Block,Kebarbiq,No,No,4.0,800.0,Delivery,26.0,1352.0,"North Indian, Arabian, Mughlai, Middle Eastern, Grill"
Nagawara,Didi's Kitchen,Yes,No,3.1,400.0,Delivery,44.0,6757.0,"North Indian, Chinese, Fast Food"
HBR Layout,Malabar Food Court,No,No,3.4,400.0,Delivery,54.0,2258.0,"Chinese, Kerala, South Indian"
Hennur,Avista Cafe Pizzeria,Yes,Yes,4.5,650.0,Dine-out,50.0,1022.0,"Cafe, Italian"
Kalyan Nagar,7 Plates,Yes,No,3.5,600.0,Dine-out,14.0,316.0,"North Indian, Mughlai, Rolls, Fast Food"
BTM,Kolkata Famous Katti Rolls,Yes,No,3.7,200.0,Delivery,1.0,1367.0,"Fast Food, Rolls"
Koramangala 4th Block,Daily Bread,No,No,2.8,600.0,Delivery,27.0,105.0,"Bakery, Fast Food, Italian"
Koramangala 4th Block,Game Of Pizzas,No,No,3.6,500.0,Delivery,27.0,3840.0,Italian
Koramangala 6th Block,Eat Street,No,No,4.2,600.0,Delivery,23.0,2039.0,"North Indian, Chinese, Italian, Street Food, Desserts"
Koramangala 1st Block,Hotel Feast Ambur Biriyani,Yes,No,3.4,250.0,Delivery,25.0,2135.0,"Biryani, Kebab"
Kammanahalli,Mitraa Da Pizza,Yes,No,3.67,250.0,Delivery,22.0,1434.0,"Fast Food, Pizza"
Kammanahalli,Cafe Coffee Day,No,No,3.1,900.0,Desserts,22.0,0.0,"Cafe, Fast Food"
Kammanahalli,Maz Food Point,Yes,No,3.67,300.0,Dine-out,22.0,4603.0,"Chinese, South Indian, Biryani"
Kammanahalli,Ice Berg,No,No,3.3,300.0,Dine-out,22.0,4147.0,Fast Food
Banaswadi,Ambur Hot Dum Biriyani,No,No,3.5,200.0,Dine-out,19.0,226.0,Biryani
Banaswadi,Black Pepper,No,No,3.5,200.0,Dine-out,19.0,3208.0,"North Indian, South Indian, Biryani"
Kalyan Nagar,Brewklyn Microbrewery,Yes,Yes,4.4,477.7119784656797,Dine-out,14.0,765.0,"American, Continental, Pizza"
Koramangala 1st Block,Loca Moca,No,No,3.7,600.0,Cafes,25.0,629.0,"Cafe, Continental"
Koramangala 6th Block,Straight From The Heart,No,No,3.4,300.0,Delivery,23.0,5592.0,"Bakery, Desserts"
Koramangala 4th Block,Third Wave Coffee Roasters,No,No,4.4,800.0,Dine-out,27.0,74.0,"Cafe, Continental, Desserts"
Kammanahalli,Kenriy The Restro,No,No,3.3,800.0,Dine-out,22.0,4326.0,"Goan, Mangalorean"
Banaswadi,Al Aziz Durbar,No,No,3.5,350.0,Dine-out,19.0,2902.0,"Arabian, Mughlai"
Banaswadi,New Ruchi Veg Non Veg,No,No,3.5,150.0,Dine-out,19.0,4814.0,Fast Food
Kalyan Nagar,Fiddler's Green,No,Yes,3.9,477.7119784656797,Drinks & nightlife,14.0,3743.0,"Continental, American, Indonesian, Asian, Thai"
Banaswadi,De Grand Restaurant,Yes,No,3.9,600.0,Dine-out,19.0,3580.0,"North Indian, Chinese"
Kalyan Nagar,Al Madhina Roll House,No,No,3.4,300.0,Dine-out,14.0,1780.0,"North Indian, Chinese"
Koramangala 6th Block,The Fresh Factor,No,No,3.1,200.0,Delivery,23.0,5818.0,"Juices, Sandwich"
Koramangala 6th Block,Sweet Truth,Yes,No,4.1,500.0,Desserts,23.0,16.0,"Bakery, Desserts"
Ejipura,Waffle In The Box,Yes,No,3.48,300.0,Desserts,45.0,729.0,Desserts
Kalyan Nagar,Parantha Singh,No,No,3.7,300.0,Delivery,14.0,2393.0,North Indian
Nagawara,7Biryanis,Yes,No,3.2,600.0,Delivery,44.0,6170.0,"Andhra, Biryani"
Hennur,Shammah's,No,No,3.3,300.0,Delivery,50.0,5342.0,"Chinese, North Indian"
Kalyan Nagar,Hi Seoul,Yes,No,4.1,800.0,Dine-out,14.0,3985.0,Korean
Banaswadi,Cafe Get Hooked,Yes,No,3.6,600.0,Dine-out,19.0,1100.0,Cafe
Banaswadi,Madurai Idly Dosai Centre,No,No,3.3,150.0,Dine-out,19.0,7499.0,South Indian
Banaswadi,Cafeteria Al - Falah,No,No,3.3,300.0,Dine-out,19.0,3303.0,"Fast Food, North Indian"
Koramangala 4th Block,Hungry Travellers Cafe,No,No,3.8,450.0,Cafes,27.0,4122.0,Cafe
Koramangala 7th Block,Maxpresso,No,No,4.1,700.0,Cafes,26.0,357.0,"Cafe, American, Italian, Beverages"
Koramangala 8th Block,The Midnight Kitchen,Yes,No,3.8,250.0,Delivery,51.0,8555.0,"Continental, Chinese"
Koramangala 5th Block,Frozen Bottle,Yes,No,4.1,400.0,Desserts,11.0,19.0,"Beverages, Desserts, Ice Cream"
Kalyan Nagar,Midnight Food Point,Yes,No,2.7,500.0,Delivery,14.0,2289.0,"North Indian, Chinese, Mughlai, Biryani"
Nagawara,Delhiz Taste,Yes,No,3.5,400.0,Delivery,44.0,6727.0,"North Indian, South Indian, Chinese"
Kammanahalli,Ganesh Bakery,No,No,3.67,500.0,Desserts,22.0,6928.0,"Bakery, Fast Food"
Kammanahalli,Cluxi,No,No,3.6,300.0,Dine-out,22.0,3485.0,Fast Food
Banaswadi,The Bawarchi,Yes,No,2.6,372.3892405063291,Dine-out,19.0,927.0,"North Indian, Chinese"
Banaswadi,Calcutta Victoria Chat House,Yes,No,2.8,200.0,Delivery,19.0,772.0,"Fast Food, Street Food"
Kalyan Nagar,Delicious Momos,No,No,3.9,200.0,Dine-out,14.0,790.0,"Chinese, Momos"
Ejipura,Amrutha Sweets,No,No,3.5,200.0,Desserts,45.0,739.0,"Street Food, Mithai"
Kalyan Nagar,Chetty's Coffee,No,No,3.5,150.0,Dine-out,14.0,171.0,South Indian
Kalyan Nagar,Ruchi Food Plaza,No,No,3.78,150.0,Dine-out,14.0,8012.0,"North Indian, South Indian"
Kalyan Nagar,Purnabramha Maharashtrian Restaurant,Yes,Yes,3.3,850.0,Dine-out,14.0,660.0,Maharashtrian
Koramangala 5th Block,Billionaires Cafe,No,No,3.8,600.0,Cafes,11.0,518.0,"Cafe, Italian"
HSR,Ibaco,Yes,No,4.0,300.0, 'Cuppa Walnut Swing Ice Cream (95 gms)',4.0,30.0,Desserts
Koramangala 1st Block,Homemade,No,No,3.7,450.0,Delivery,25.0,7029.0,North Indian
Koramangala 5th Block,Anand Sweets And Savouries,Yes,No,4.2,400.0,Desserts,11.0,496.0,"Mithai, Street Food"
HBR Layout,Joyfulmeal.com,No,No,3.68,300.0,Delivery,54.0,7237.0,"North Indian, Biryani"
Kammanahalli,Maamu's Tandoor Chai,No,No,3.67,300.0,Delivery,22.0,7489.0,Beverages
Kalyan Nagar,BYLI - Bet You Love It!,No,Yes,4.2,800.0,Dine-out,14.0,6349.0,"Continental, Italian, Mexican, Asian"
Kalyan Nagar,Cafe 99 Kerala Mess,Yes,No,4.0,500.0,Dine-out,14.0,1898.0,"Kerala, Biryani, Seafood, North Indian"
Banaswadi,Mayonaise,Yes,No,3.8,500.0,Delivery,19.0,1425.0,"Cafe, Continental, Beverages"
Banaswadi,Momma's Pastries Fine Bakery And Cafe,Yes,No,3.4,500.0,Desserts,19.0,2303.0,"Bakery, Desserts, Fast Food"
Kalyan Nagar,Rasa Cafe,Yes,No,3.4,600.0,Dine-out,14.0,1535.0,"Cafe, American, Italian, Continental"
Kalyan Nagar,Ammi's Biryani,Yes,No,2.7,500.0,Dine-out,14.0,112.0,"Biryani, North Indian"
Kalyan Nagar,The Chocolate Heaven,Yes,No,4.1,700.0,Dine-out,14.0,61.0,"Desserts, Cafe, Italian, Beverages"
HBR Layout,New Krishna Sagar,Yes,No,4.0,400.0,Dine-out,54.0,874.0,"North Indian, Chinese, South Indian, Street Food"
Banaswadi,ILA Kitchen,Yes,No,3.7,300.0,Dine-out,19.0,2156.0,Kerala
Banaswadi,Ranga's Paradise,No,No,3.3,150.0,Dine-out,19.0,2439.0,South Indian
Koramangala 4th Block,Dialogues,No,No,4.1,600.0,Cafes,27.0,2024.0,"Cafe, Continental"
HSR,Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,700.0, 'Chicken Wholesome',4.0,1572.0,"Cafe, Continental, Pizza, Salad"
Koramangala 5th Block,Popsies,Yes,No,3.9,750.0,Delivery,11.0,1512.0,"Chinese, Momos"
BTM,Flavour of China,Yes,No,3.8,600.0,Delivery,1.0,1226.0,Chinese
Koramangala 1st Block,Bombay Kulfi,No,No,3.7,150.0,Delivery,25.0,57.0,"Desserts, Ice Cream"
Koramangala 5th Block,Namaste Kitchen,Yes,No,3.8,550.0,Delivery,11.0,1454.0,"North Indian, South Indian, Chinese"
Koramangala 5th Block,Roundup Cafe,Yes,Yes,4.2,800.0,Desserts,11.0,906.0,"Cafe, Continental, Beverages"
Kammanahalli,Kaapikada,No,No,3.67,250.0,Delivery,22.0,2181.0,"Kerala, Fast Food, Beverages"
Kalyan Nagar,Krispy Kreme,No,No,3.9,300.0,Desserts,14.0,96.0,"Desserts, Beverages"
Kalyan Nagar,Spice Kitchen,Yes,Yes,3.9,750.0,Dine-out,14.0,2544.0,"Andhra, Biryani, Seafood, North Indian"
Banaswadi,Degchi Restaurant,No,No,3.7,600.0,Dine-out,19.0,6714.0,North Indian
Kammanahalli,Lassi Shop,No,No,3.7,200.0,Delivery,22.0,25.0,"Beverages, Ice Cream"
Ejipura,Desi Tadka,No,No,3.48,200.0,Delivery,45.0,1189.0,North Indian
Banaswadi,Havmor,Yes,No,3.1,200.0,Delivery,19.0,203.0,"Ice Cream, Desserts"
Kalyan Nagar,Bismilla Kabab & Biryani Centre,No,No,3.2,300.0,Dine-out,14.0,6459.0,"North Indian, Chinese"
Kammanahalli,Krussh,No,No,3.67,100.0,Dine-out,22.0,2219.0,Fast Food
Kalyan Nagar,Baskin Robbins,Yes,No,3.1,250.0,Delivery,14.0,12.0,"Ice Cream, Desserts"
Kalyan Nagar,Brewklyn Microbrewery,Yes,Yes,4.5,477.7119784656797,Drinks & nightlife,14.0,765.0,"American, Continental, Pizza"
Koramangala 4th Block,Biryani Miya,Yes,No,3.8,600.0,Delivery,27.0,520.0,"Biryani, North Indian"
Ejipura,V.S. Garden Restaurant,No,No,3.5,800.0,Delivery,45.0,6006.0,"North Indian, Chinese"
Koramangala 1st Block,Oolala,No,No,3.7,600.0,Delivery,25.0,4908.0,"Bakery, Desserts"
Hennur,Sulemani Chichas,Yes,No,3.49,300.0,Dine-out,50.0,2581.0,"Biryani, Hyderabadi, Kebab"
Koramangala 4th Block,Cheers Pub Bar & Restro,No,Yes,3.92,498.15303430079155,Delivery,27.0,551.0,"Continental, Finger Food, Pizza, North Indian, Bar Food"
Kammanahalli,Hayaat,No,No,3.4,600.0,Delivery,22.0,3969.0,"Kerala, Chinese, North Indian"
Kalyan Nagar,Chung's Chinese Corner,Yes,No,2.8,700.0, 'Schezwan Fried Rice',14.0,65.0,Chinese
Koramangala 6th Block,Tattva Cafe,No,No,2.8,450.0,Cafes,23.0,5734.0,Cafe
Koramangala 5th Block,Chung Wah,Yes,No,4.0,800.0,Delivery,11.0,48.0,"Chinese, Thai, Momos, Vietnamese"
Koramangala 1st Block,Mars Chicken Delight,No,No,3.7,500.0,Delivery,25.0,4575.0,"North Indian, Chinese, Biryani, Beverages"
Koramangala 4th Block,Hanoi - Vietnamese Cuisine,Yes,Yes,4.4,498.15303430079155,Dine-out,27.0,2118.0,Vietnamese
Kammanahalli,Pig Out,No,No,3.2,300.0,Delivery,22.0,7865.0,South Indian
Banaswadi,Sree Ganesh Fruit Juice Center,No,No,3.5,100.0,Delivery,19.0,8272.0,Drinks Only
Kalyan Nagar,Marakachi,Yes,No,3.7,600.0,Dine-out,14.0,4572.0,Chettinad
Kalyan Nagar,Kesar Sweet Shop And Fast Food,No,No,3.9,500.0,Dine-out,14.0,4336.0,"North Indian, South Indian, Chinese, Street Food, Mithai"
Kammanahalli,Gold Line Breadz,No,No,3.7,350.0,Dine-out,22.0,2097.0,"Bakery, Fast Food, Desserts"
Kammanahalli,Ambur Biryani,No,No,3.67,250.0,Dine-out,22.0,191.0,"Biryani, Kebab"
Kammanahalli,Food Star,No,No,3.2,500.0,Delivery,22.0,3791.0,"North Indian, Chinese"
HBR Layout,New Udupi Grand,No,No,3.3,200.0,Dine-out,54.0,184.0,"North Indian, South Indian, Chinese"
Koramangala 4th Block,Nite Out,Yes,No,4.0,500.0,Delivery,27.0,879.0,"North Indian, Chinese, Biryani"
Koramangala 6th Block,Fruit Juice Bar,No,No,3.78,300.0,Delivery,23.0,6914.0,"Beverages, Salad"
Nagawara,AL Habeeb Restaurant,No,No,3.5,350.0,Delivery,44.0,2846.0,"Biryani, North Indian"
Kalyan Nagar,Dream Scoopers,No,No,3.4,200.0,Desserts,14.0,6788.0,"Ice Cream, Desserts"
Kammanahalli,18+ Ice Cafe,No,No,3.5,550.0,Dine-out,22.0,1756.0,"Cafe, Fast Food, Chinese, Beverages"
Banaswadi,ILA Kitchen,No,No,3.7,500.0,Dine-out,19.0,2156.0,Kerala
Banaswadi,Heaven Biryani And Shawarma,No,No,3.5,350.0,Dine-out,19.0,3977.0,"North Indian, Chinese, Biryani"
Kammanahalli,Doner Bel,No,No,3.5,400.0,Dine-out,22.0,796.0,"Turkish, Chinese"
Banaswadi,Sri Ruchi Restuarant,Yes,No,3.8,450.0,Dine-out,19.0,2563.0,"Andhra, South Indian, North Indian"
Koramangala 4th Block,La Lunch Box,No,No,3.92,500.0,Delivery,27.0,7404.0,"Italian, Healthy Food, Salad"
Kammanahalli,Nandhana Palace,No,Yes,4.1,800.0,Dine-out,22.0,84.0,"Andhra, Biryani, North Indian, Chinese"
Kammanahalli,Burger King,Yes,No,3.9,600.0,Dine-out,22.0,21.0,"Burger, Fast Food, Beverages"
Banaswadi,Suvarna Sree Food Paradise,Yes,No,3.5,400.0,Dine-out,19.0,2586.0,"South Indian, Chinese, North Indian, Biryani, Kebab, Andhra"
Kalyan Nagar,AB's - Absolute Barbecues,No,Yes,4.7,477.7119784656797,Dine-out,14.0,190.0,"European, Mediterranean, North Indian, BBQ"
Nagawara,Al-Baik Tandoori Restaurant,Yes,No,3.7,450.0,Dine-out,44.0,1783.0,"North Indian, Chinese, Arabian, Biryani, Rolls"
Koramangala 6th Block,NGV Fast Food,No,No,3.5,250.0,Delivery,23.0,4702.0,"North Indian, Fast Food"
Kalyan Nagar,The French Loaf,Yes,No,3.5,300.0,Desserts,14.0,40.0,"Bakery, Desserts"
Kalyan Nagar,Khyma Biryani,Yes,No,3.9,600.0,Dine-out,14.0,2207.0,Biryani
Kammanahalli,Ambur Biriyani Zone,No,No,3.67,200.0,Dine-out,22.0,2942.0,"Biryani, Kebab"
Kammanahalli,Al Ghani Resetaurant,No,No,3.3,400.0,Dine-out,22.0,2906.0,"Mughlai, Biryani"
Kalyan Nagar,Vera Italiano,Yes,No,4.1,600.0,Dine-out,14.0,2740.0,Italian
HSR,Howlin Wolf,Yes,No,4.1,700.0," Be a Nugget""""",4.0,1293.0,"Italian, Mediterranean, European, Sandwich"
Koramangala 6th Block,Zee5 Loft,Yes,No,4.4,500.0,Desserts,23.0,490.0,"Cafe, North Indian, Pizza, Sandwich, Salad"
Hennur,A Little For Love,No,No,3.4,350.0,Desserts,50.0,6180.0,Bakery
Banaswadi,Kartik,No,No,3.4,700.0,Dine-out,19.0,4319.0,"Chinese, North Indian"
Banaswadi,T4U Cafe,No,No,3.6,400.0,Dine-out,19.0,2594.0,"Chinese, Fast Food, Beverages"
Banaswadi,Taste The Flame,No,No,3.5,400.0,Dine-out,19.0,8446.0,"Arabian, North Indian, Biryani, Kebab"
Hennur,Silver Spoon Restaurant,Yes,No,3.2,400.0,Dine-out,50.0,5414.0,"North Indian, Chinese, Continental"
Kalyan Nagar,Cafe Coffee Day,Yes,No,3.6,650.0,Delivery,14.0,0.0,Cafe
Banaswadi,S-Aachies Hotel,No,No,3.2,300.0,Delivery,19.0,5217.0,"South Indian, Chinese, Biryani"
Kalyan Nagar,Zamindar,Yes,Yes,4.6,800.0,Dine-out,14.0,1748.0,"Biryani, Mughlai, Andhra"
Banaswadi,Vijaya Gardenia,Yes,No,3.5,500.0,Dine-out,19.0,1726.0,"North Indian, Chinese, Andhra"
Koramangala 3rd Block,Cafe On The Way,Yes,No,4.0,500.0,Cafes,66.0,1918.0,Cafe
BTM,Xpress Chai,Yes,No,3.6,150.0,Delivery,1.0,388.0,Tea
Koramangala 5th Block,Om Made Cafe,No,No,4.1,480.26383859286085,Delivery,11.0,648.0,"Cafe, Continental, European, Juices"
Koramangala 3rd Block,Cafe On The Way,Yes,No,4.0,500.0,Desserts,66.0,1918.0,Cafe
Kalyan Nagar,Food Forest,No,No,3.78,300.0,Delivery,14.0,6869.0,North Indian
Kammanahalli,Koobi Veg & Non-Veg,No,No,3.67,450.0,Delivery,22.0,4381.0,"Chinese, Pizza, Fast Food"
Kalyan Nagar,Chickpet Donne Biriyani Mane,Yes,No,3.0,350.0,Dine-out,14.0,1965.0,"Biryani, Kebab"
HBR Layout,Zyara,Yes,No,3.9,650.0,Dine-out,54.0,2784.0,"North Indian, Mughlai, Chinese"
Koramangala 4th Block,La Pino'z Pizza,Yes,No,4.1,600.0, 'Exotic BBQ Pizza',27.0,1388.0,"Italian, Pizza, Beverages"
Koramangala 7th Block,Rajdhani Thali Restaurant,Yes,Yes,4.0,900.0,Delivery,26.0,156.0,North Indian
Koramangala 5th Block,Lassi Corner,Yes,No,3.5,300.0,Desserts,11.0,47.0,"Beverages, Desserts"
Koramangala 4th Block,Cheers Pub Bar & Restro,No,Yes,3.92,498.15303430079155,Dine-out,27.0,551.0,"Continental, Finger Food, Pizza, North Indian, Bar Food"
Banaswadi,Sri Sai Grand,No,No,3.6,372.3892405063291,Delivery,19.0,8332.0,"Biryani, North Indian"
Kammanahalli,Central Cafe,No,No,3.67,150.0,Delivery,22.0,548.0,"South Indian, Kerala"
Banaswadi,Dharani Foods,No,No,3.7,372.3892405063291,Delivery,19.0,3636.0,"North Indian, Chinese, Biryani"
Kalyan Nagar,Agent Jack's Bar,No,Yes,4.0,477.7119784656797,Drinks & nightlife,14.0,393.0,"Continental, North Indian, Italian"
HBR Layout,Zyara,Yes,No,3.8,650.0,Dine-out,54.0,2784.0,"North Indian, Mughlai, Chinese"
Koramangala 4th Block,Sethi's,Yes,No,3.92,600.0,Delivery,27.0,120.0,"North Indian, Chinese, BBQ"
Kammanahalli,Sukh Sagar,Yes,No,2.7,450.0,Dine-out,22.0,468.0,"North Indian, South Indian, Chinese, Beverages"
Kammanahalli,Home Food,Yes,No,3.5,300.0,Dine-out,22.0,2129.0,South Indian
